region,tile_id,caption_lr,caption_sr,caption_gt,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
R1,tile_0056,"The image shows a mix of land cover types, including buildings, trees, and a runway.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.8731398526961766,1.0,0.9032258064516128,1.0,0.8037311277734124,1.0000000000000009
R1,tile_0057,"The image shows a mix of land cover types, including a golf field, trees, and a ground track field.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including baseball fields, buildings, and trees.",0.5789473684210527,0.8,0.7058823529411765,0.8666666666666667,0.5365999097663299,0.8037311277734124
R1,tile_0058,"The image shows a mix of land cover types, including a golf field, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.8235294117647058,1.0,0.8484848484848485,1.0,0.7523197619890015,1.0000000000000009
R1,tile_0059,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",1.0,1.0,1.0,1.0,1.0000000000000009,1.0000000000000009
R1,tile_0060,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.","The remote sensing image shows a mix of land cover types, including buildings, trees, and a road.",0.8751733190429475,0.8751733190429475,0.9375,0.9375,0.8757463061376463,0.8757463061376463
R1,tile_0061,"The image shows a bridge and some trees, with the bridge being the most prominent feature in the scene.","The image shows a bridge and some trees, with the bridge being the most prominent feature in the scene.","The image shows a road at the bottom right corner, surrounded by trees.",0.2631578947368421,0.2631578947368421,0.3749999999999999,0.3749999999999999,0.3605974634886485,0.3605974634886485
R1,tile_0062,"The image shows a remote sensing scene with a bridge, two buildings, and a runway, with the bridge and buildings located close to each other at the right side of the image.","The image shows a bridge and some trees in the center, with a road at the right.","The image shows a bridge and some trees in the center, with a building and trees at the right.",0.375,0.8367150733202594,0.5098039215686275,0.8888888888888888,0.5192534172965131,0.887293562562297
R1,tile_0063,"The image shows a remote sensing scene with a mix of land cover types, including trees, roads, and a large bridge.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.6190476190476191,1.0,0.7222222222222222,1.0,0.5709492058447297,1.0000000000000009
R1,tile_0064,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a bridge.",0.7,0.9333333333333332,0.8,0.9333333333333332,0.6862931425636344,0.8586557982260813
R1,tile_0065,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.7894736842105263,1.0,0.8823529411764706,1.0,0.8287857939569991,1.0000000000000009
R1,tile_0066,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.75,0.6842105263157895,0.8571428571428571,0.7647058823529413,0.7886507647472073,0.5951143166387044
R1,tile_0067,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the top right corner.","The image shows a coastal area with a mix of land cover types, including trees, grass, and a building.",0.7368421052631579,0.5714285714285714,0.7894736842105263,0.6808510638297872,0.6536225502158088,0.583135109458882
R1,tile_0068,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a coastal area with a mix of land cover types, including a large body of water in the center.",0.5881443217233737,0.5881443217233737,0.6190476190476191,0.6190476190476191,0.4501284318045526,0.4501284318045526
R1,tile_0069,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",1.0,1.0,1.0,1.0,1.0000000000000009,1.0000000000000009
R1,tile_0070,"The image shows a mix of land cover types, including trees, shrubs, and grass, with some buildings and trees located at the top right corner of the image.","The image shows a mix of land cover types, including a bridge, a building, and a road, with the bridge being the most prominent feature.","The image shows a mix of land cover types, including trees, a building, and a road.",0.4285714285714285,0.56,0.5454545454545454,0.7317073170731707,0.6171438993037718,0.6092949030915961
R1,tile_0071,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a bridge and a building, with the bridge being located at the bottom right and the building being located at the top. The land cover type visible is a bridge.","The remote sensing image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.7659283383646487,0.2727272727272727,0.8823529411764706,0.3846153846153846,0.8287857939569991,0.3037306783472024
R1,tile_0072,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including a large area of greenery in the center, surrounded by trees and a road at the bottom right.","The remote sensing image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.7659283383646487,0.4642857142857143,0.8823529411764706,0.6382978723404255,0.8287857939569991,0.5142393327053771
R1,tile_0073,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, roads, and a bridge.","The image shows a mix of land cover types, including trees, roads, and a bridge.",0.8666666666666667,1.0,0.8666666666666667,1.0,0.7357532581618298,1.0000000000000009
R1,tile_0074,"The image shows a mix of land cover types, including a building, trees, and a road.","The image shows a mix of land cover types, including a bridge, buildings, and a road, with some trees and a building at the top.","The image shows a mix of land cover types, including trees, roads, and a bridge.",0.8125,0.48,0.8387096774193549,0.7000000000000001,0.7357532581618298,0.6638147456314277
R1,tile_0075,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, crops, and possibly urban areas, with a road and a building visible in the center.","The remote sensing image shows a mix of land cover types, including trees, crops, and possibly urban areas, with a road and a building visible in the center.",0.364303666574191,0.925961078642316,0.6511627906976745,0.962962962962963,0.5941485493113401,0.9340000390692904
R1,tile_0076,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, fields, and a road.",0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.8586557982260813,0.8586557982260813
R1,tile_0077,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including baseball fields, buildings, trees, and a road.",0.8751733190429475,0.8751733190429475,0.9375,0.9375,0.8757463061376463,0.8757463061376463
R1,tile_0078,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a groundtrackfield.",0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.8586557982260813,0.8586557982260813
R1,tile_0079,"The image shows a mix of land cover types, including a bridge, an airport, a golf field, and a ground track field.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.5454545454545454,1.0,0.6486486486486486,1.0,0.4593872768974589,1.0000000000000009
R1,tile_0080,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a golf field.",0.8731398526961766,0.8731398526961766,0.9032258064516128,0.9032258064516128,0.8037311277734124,0.8037311277734124
R1,tile_0081,"The image shows a coastal area with a mix of land cover types, including a golf field and a bridge.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.6,1.0,0.6666666666666665,1.0,0.505605558873969,1.0000000000000009
R1,tile_0082,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a groundtrackfield, and a soccerballfield.",0.8107727203607354,0.8107727203607354,0.8387096774193549,0.8387096774193549,0.7357532581618298,0.7357532581618298
R1,tile_0083,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a golf field.","The image shows a coastal area with a mix of land cover types, including trees, buildings, and a ship.",0.8,0.7619047619047619,0.8205128205128205,0.8,0.6536225502158088,0.6247663892010946
R1,tile_0084,"The image shows a mix of land cover types, including trees, grass, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a single tree at the bottom.","The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.",0.6638045599160289,0.625,0.7647058823529413,0.6976744186046512,0.6226326941910715,0.5250591409407596
R1,tile_0085,"The image shows a mix of land cover types, including trees, shrubs, and grass, with some areas appearing to be more densely vegetated than others.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.",0.56,0.8488632189620754,0.6222222222222222,0.9230769230769232,0.4825167900797963,0.8901087250340664
R1,tile_0086,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a road, and a golf field.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.75,0.7647058823529411,0.8571428571428571,0.8749999999999999,0.7886507647472073,0.8037311277734124
R1,tile_0087,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.","The image shows a bridge and a building, with the bridge being the most prominent feature.","The image shows a bridge and a building, with the bridge being the most prominent feature.",0.3684210526315789,1.0,0.3999999999999999,1.0,0.2440559346182641,1.0
R1,tile_0088,"The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.","The image shows a mix of land cover types, including trees, buildings, and a bridge.","The image shows a mix of land cover types, including trees, buildings, and a bridge.",0.8235294117647058,1.0,0.9375,1.0,0.9317157650164152,1.0000000000000009
R1,tile_0089,"The image shows a remote sensing scene with a mix of land cover types, including trees, roads, and a small vehicle.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.6190476190476191,1.0,0.7222222222222222,1.0,0.5709492058447297,1.0000000000000009
R1,tile_0090,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the bottom right.","The remote sensing image shows a mix of land cover types, including trees, grass, and a small area of land at the bottom right.",0.6140480648084865,0.8518518518518519,0.6818181818181818,0.9019607843137256,0.6015073160294468,0.8741381781891912
R1,tile_0091,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the top.","The remote sensing image shows a mix of land cover types, including trees, water, and a single bridge.",0.7894736842105263,0.6153846153846154,0.8108108108108109,0.7272727272727274,0.6536225502158088,0.6796649108537587
R1,tile_0092,"The image shows a coastal area with a mix of land cover types, including trees, grass, and a building.","The image shows a mix of land cover types, including trees, a road, and a small plane.","The image shows a mix of land cover types, including trees, a bridge, and a road.",0.7368421052631579,0.8235294117647058,0.7999999999999999,0.9090909090909092,0.6226326941910715,0.8037311277734124
