tile_id,caption_lr,caption_sr,caption_gt,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
tile_0015,"The image shows a remote sensing scene with a mix of land cover types, including buildings, trees, and a road.","The image shows a coastal area with a mix of land cover types, including trees and water.","The image shows a remote sensing scene with a mix of land cover types, including buildings, trees, and a road.",1.0,0.640994389499941,1.0,0.7567567567567567,1.0,0.6059671415042285
tile_0016,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, grass, and possibly buildings or other structures.","The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.",0.9,0.6462728399214892,0.9,0.6842105263157895,0.791528979180192,0.5485297816691111
tile_0017,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, grass, and a building.","The image shows a mix of land cover types, including trees, grass, and a golf field.",0.65,0.8731398526961766,0.7222222222222223,0.9032258064516129,0.5593112055152317,0.8037311277734124
tile_0018,"The image shows a remote sensing scene with a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, grass, and possibly buildings or other structures.","The image shows a mix of land cover types, including trees, grass, and a building.",0.65,0.7222222222222222,0.7428571428571429,0.7878787878787877,0.5951143166387044,0.6862931425636344
tile_0019,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007
tile_0020,The image shows a land cover type with trees at the bottom right.,"The remote sensing image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.39572488576635756,0.8823529411764706,0.5,0.9375,0.36182901397297107,0.8757463061376463
tile_0021,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, a river, and a road.","The image shows a mix of land cover types, including trees, buildings, and a bridge.",0.9333333333333333,0.6190476190476191,0.9333333333333333,0.7222222222222222,0.8586557982260813,0.5951143166387044
tile_0022,The image shows a land cover type of a golf field.,"The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a single bridge.","The image shows a river with trees on both sides, and a bridge in the center.",0.2885165540637645,0.3333333333333333,0.3703703703703703,0.4864864864864864,0.2045271641032538,0.31929110655121645
tile_0023,"The image shows a mix of land cover types, including trees, shrubs, and a building, with some trees located at the top and bottom of the image.","The image shows a mix of land cover types, including trees, roads, and a bridge.","The image shows a mix of land cover types, including a bridge, a building, trees, and a road.",0.5185185185185185,0.7095666526675843,0.6222222222222222,0.8484848484848485,0.6657648502125898,0.8037311277734124
tile_0024,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, fields, and a road.","The image shows a mix of land cover types, including trees, fields, and a road.",0.9333333333333333,1.0,0.9333333333333333,1.0,0.8586557982260813,1.0000000000000007
tile_0025,"The image shows a mix of land cover types, including a bridge, buildings, and a road, with some trees and a building at the top.","The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.52,0.8823529411764706,0.7499999999999999,0.9375,0.7489933653203906,0.9317157650164152
tile_0026,"The image shows a coastal area with a mix of land cover types, including a golf field and a body of water.","The image shows a mix of land cover types, including a dam, trees, and a golf field.","The image shows a mix of land cover types, including a bridge, a dam, a road, and various types of vegetation.",0.6818181818181818,0.6508668871612338,0.6976744186046512,0.7368421052631577,0.5313555632156536,0.6332205030600851
tile_0027,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.8751733190429475,0.8751733190429475,0.9375,0.9375,0.9317157650164152,0.9317157650164152
tile_0028,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and a building.","The image shows a mix of land cover types, including trees, a bridge, and a road.","The image shows a mix of land cover types, including trees, a road, and a bridge.",0.7,0.875,0.7777777777777777,1.0,0.5951143166387044,1.0000000000000007
tile_0029,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, grass, and a road.","The image shows a mix of land cover types, including trees, grass, and a road.",0.9333333333333333,1.0,0.9333333333333333,1.0,0.8586557982260813,1.0000000000000007
tile_0030,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, a road, and a building.","The image shows a mix of land cover types, including a golf field, trees, and a road.",0.816828431106751,0.8219864299617914,0.8749999999999999,0.9090909090909091,0.8037311277734124,0.8037311277734124
tile_0031,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.","The image shows a mix of land cover types, including a bridge, buildings, and a road, with some trees and a gray building at the bottom.",0.546178283108303,0.5196629203681354,0.7555555555555555,0.7906976744186047,0.6691314051938846,0.7576832018547038
tile_0032,The image shows a land cover type of a bottle.,"The image shows a mix of land cover types, including a building, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.4852245277701068,0.875,0.64,0.9032258064516129,0.42716252720957393,0.8586557982260813
tile_0033,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a bridge.",0.9375,0.9375,0.9375,0.9375,0.8680942667801238,0.8680942667801238
tile_0034,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a roundabout.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.9355069850316178,0.9375,0.967741935483871,0.9375,0.9317157650164152,0.8680942667801238
tile_0035,"The image shows a bridge and a building, with the bridge being located at the right side of the image.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a roundabout.",0.3499999999999999,0.9333333333333333,0.4,0.9333333333333333,0.2950463099651373,0.8586557982260813
tile_0036,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a bridge.",0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.8586557982260813,0.8586557982260813
tile_0037,"The image shows a coastal area with a mix of land cover types, including trees, a bridge, and a road.","The image shows a remote sensing scene with a bridge and some trees in the center, surrounded by a mix of land cover types.","The image shows a remote sensing scene with a bridge, trees, and a road, with the bridge being the most prominent feature in the center.",0.38940039153570244,0.5595271833136639,0.48888888888888893,0.6530612244897959,0.38959184146424375,0.5778494766371722
tile_0038,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a bridge.","The image shows a coastal area with a mix of land cover types, including trees, a road, and a small harbor.",0.8053415603309687,0.8095238095238095,0.9,0.8095238095238095,0.8363150240554545,0.6219700287363547
tile_0039,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the bottom right.","The image shows a mix of land cover types, including trees, a road, and a roundabout.",0.7,0.5185185185185185,0.8333333333333334,0.6511627906976744,0.6862931425636344,0.5742633214101175
tile_0040,"The image shows a mix of land cover types, including a large area of greenery, some trees, and a few buildings.","The image shows a mix of land cover types, including trees, grass, and possibly a few buildings or structures in the background.","The image shows a mix of land cover types, including trees, grass, and a building.",0.6190476190476191,0.6363636363636364,0.7222222222222222,0.7567567567567568,0.6103851869467585,0.6476794372116319
tile_0041,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, grass, and a small area of water at the bottom right.","The image shows a mix of land cover types, including trees, water, and a single building.",0.8107727203607354,0.5909090909090909,0.8387096774193549,0.7368421052631579,0.6914890639979083,0.6415817207015069
tile_0042,The image shows a land cover type of trees at the top left.,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.4616790333940838,1.0,0.5714285714285715,1.0,0.4354805056807227,1.0000000000000007
tile_0043,"The image shows a mix of land cover types, including trees, grass, and buildings.","The image shows a mix of land cover types, including trees, buildings, and a soccer ball field.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.7980538111748767,0.8235294117647058,0.896551724137931,0.8749999999999999,0.8586557982260813,0.7581559064446654
tile_0044,"The image shows a mix of land cover types, including trees, shrubs, and grass, with some areas appearing to be more densely vegetated than others.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a mix of land cover types, including trees, grass, and possibly a building or other structures in the background.",0.52,0.5842745080582082,0.5531914893617023,0.6829268292682926,0.40521249313609425,0.5176672157296515
tile_0045,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the bottom left.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a single ship.",0.8053415603309687,0.7037037037037037,0.8500000000000001,0.7916666666666667,0.7532444928234143,0.7202901418619914
tile_0046,"The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a building, and a road.",0.7,0.8731398526961766,0.8333333333333334,0.9032258064516129,0.6862931425636344,0.8586557982260813
tile_0047,"The image shows a mix of land cover types, including trees, a building, and a road.","The remote sensing image shows a mix of land cover types, including trees, a road, and a field.","The image shows a mix of land cover types, including trees, a road, and a field.",0.875,0.8888888888888888,0.9375,0.9411764705882353,0.8586557982260813,0.8757463061376463
tile_0048,"The image shows a mix of land cover types, including trees, grass, and a building.","The image shows a mix of land cover types, including trees, a road, and a building.","The image shows a mix of land cover types, including trees, a bridge, and a building.",0.8731398526961766,0.9375,0.9032258064516129,0.9375,0.8586557982260813,0.8586557982260813
tile_0049,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a bridge.","The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.8751733190429475,0.816828431106751,0.9375,0.9375,0.9317157650164152,0.9317157650164152
tile_0050,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.8751733190429475,0.8751733190429475,0.9375,0.9375,0.9317157650164152,0.9317157650164152
tile_0051,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007
tile_0052,"The image shows a baseball field and some trees in the center, with a road at the right.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a building, and a road.",0.3333333333333333,0.8731398526961766,0.47058823529411764,0.9032258064516129,0.32910192857665305,0.8586557982260813
tile_0053,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, a golf field, and a road.","The image shows a mix of land cover types, including a roundabout, trees, and a road.",0.8731398526961766,0.8823529411764706,0.9032258064516129,0.9090909090909091,0.8586557982260813,0.8037311277734124
tile_0054,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including a baseball field, buildings, trees, and a road.",0.8187307530779819,0.8187307530779819,0.9090909090909091,0.9090909090909091,0.8757463061376463,0.8757463061376463
tile_0055,The image shows a land cover type of trees at the top.,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.4543004567916529,1.0,0.5925925925925926,1.0,0.4616980536470274,1.0000000000000007
tile_0056,"The image shows a mix of land cover types, including buildings, trees, and a runway.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.8731398526961766,1.0,0.9032258064516129,1.0,0.8037311277734124,1.0000000000000007
tile_0057,"The image shows a mix of land cover types, including a golf field, trees, and a ground track field.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including baseball fields, buildings, and trees.",0.5789473684210527,0.8,0.7058823529411765,0.8666666666666667,0.5365999097663299,0.8037311277734124
tile_0058,"The image shows a mix of land cover types, including a golf field, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.8235294117647058,1.0,0.8484848484848485,1.0,0.7523197619890015,1.0000000000000007
tile_0059,"The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007
tile_0060,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.","The remote sensing image shows a mix of land cover types, including buildings, trees, and a road.",0.8751733190429475,0.8751733190429475,0.9375,0.9375,0.8757463061376463,0.8757463061376463
tile_0061,"The image shows a bridge and some trees, with the bridge being the most prominent feature in the scene.","The image shows a bridge and some trees, with the bridge being the most prominent feature in the scene.","The image shows a road at the bottom right corner, surrounded by trees.",0.2631578947368421,0.2631578947368421,0.37499999999999994,0.37499999999999994,0.3605974634886485,0.3605974634886485
tile_0062,"The image shows a remote sensing scene with a bridge, two buildings, and a runway, with the bridge and buildings located close to each other at the right side of the image.","The image shows a bridge and some trees in the center, with a road at the right.","The image shows a bridge and some trees in the center, with a building and trees at the right.",0.375,0.8367150733202594,0.5098039215686275,0.8888888888888888,0.5192534172965131,0.887293562562297
tile_0063,"The image shows a remote sensing scene with a mix of land cover types, including trees, roads, and a large bridge.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.6190476190476191,1.0,0.7222222222222222,1.0,0.5709492058447297,1.0000000000000007
tile_0064,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a bridge.",0.7,0.9333333333333333,0.8,0.9333333333333333,0.6862931425636344,0.8586557982260813
tile_0065,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.7894736842105263,1.0,0.8823529411764706,1.0,0.8287857939569991,1.0000000000000007
tile_0066,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.75,0.6842105263157895,0.8571428571428571,0.7647058823529413,0.7886507647472073,0.5951143166387044
tile_0067,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the top right corner.","The image shows a coastal area with a mix of land cover types, including trees, grass, and a building.",0.7368421052631579,0.5714285714285714,0.7894736842105263,0.6808510638297872,0.6536225502158088,0.583135109458882
tile_0068,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a coastal area with a mix of land cover types, including a large body of water in the center.",0.5881443217233737,0.5881443217233737,0.6190476190476191,0.6190476190476191,0.45012843180455264,0.45012843180455264
tile_0069,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",1.0,1.0,1.0,1.0,1.0000000000000007,1.0000000000000007
tile_0070,"The image shows a mix of land cover types, including trees, shrubs, and grass, with some buildings and trees located at the top right corner of the image.","The image shows a mix of land cover types, including a bridge, a building, and a road, with the bridge being the most prominent feature.","The image shows a mix of land cover types, including trees, a building, and a road.",0.42857142857142855,0.56,0.5454545454545454,0.7317073170731707,0.6171438993037718,0.6092949030915961
tile_0071,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a bridge and a building, with the bridge being located at the bottom right and the building being located at the top. The land cover type visible is a bridge.","The remote sensing image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.7659283383646487,0.2727272727272727,0.8823529411764706,0.38461538461538464,0.8287857939569991,0.30373067834720247
tile_0072,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including a large area of greenery in the center, surrounded by trees and a road at the bottom right.","The remote sensing image shows a mix of land cover types, including a bridge, buildings, trees, and a road.",0.7659283383646487,0.4642857142857143,0.8823529411764706,0.6382978723404255,0.8287857939569991,0.5142393327053771
tile_0073,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, roads, and a bridge.","The image shows a mix of land cover types, including trees, roads, and a bridge.",0.8666666666666667,1.0,0.8666666666666667,1.0,0.7357532581618298,1.0000000000000007
tile_0074,"The image shows a mix of land cover types, including a building, trees, and a road.","The image shows a mix of land cover types, including a bridge, buildings, and a road, with some trees and a building at the top.","The image shows a mix of land cover types, including trees, roads, and a bridge.",0.8125,0.48,0.8387096774193549,0.7000000000000001,0.7357532581618298,0.6638147456314277
tile_0075,"The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including trees, crops, and possibly urban areas, with a road and a building visible in the center.","The remote sensing image shows a mix of land cover types, including trees, crops, and possibly urban areas, with a road and a building visible in the center.",0.364303666574191,0.925961078642316,0.6511627906976745,0.962962962962963,0.5941485493113401,0.9340000390692904
tile_0076,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, fields, and a road.",0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.8586557982260813,0.8586557982260813
tile_0077,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including baseball fields, buildings, trees, and a road.",0.8751733190429475,0.8751733190429475,0.9375,0.9375,0.8757463061376463,0.8757463061376463
tile_0078,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a groundtrackfield.",0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.8586557982260813,0.8586557982260813
tile_0079,"The image shows a mix of land cover types, including a bridge, an airport, a golf field, and a ground track field.","The image shows a mix of land cover types, including buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.5454545454545454,1.0,0.6486486486486486,1.0,0.4593872768974589,1.0000000000000007
tile_0080,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a golf field.",0.8731398526961766,0.8731398526961766,0.9032258064516129,0.9032258064516129,0.8037311277734124,0.8037311277734124
tile_0081,"The image shows a coastal area with a mix of land cover types, including a golf field and a bridge.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.","The image shows a mix of land cover types, including buildings, houses, trees, and a road.",0.6,1.0,0.6666666666666665,1.0,0.505605558873969,1.0000000000000007
tile_0082,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a groundtrackfield, and a soccerballfield.",0.8107727203607354,0.8107727203607354,0.8387096774193549,0.8387096774193549,0.7357532581618298,0.7357532581618298
tile_0083,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a golf field.","The image shows a coastal area with a mix of land cover types, including trees, buildings, and a ship.",0.8,0.7619047619047619,0.8205128205128205,0.8,0.6536225502158088,0.6247663892010946
tile_0084,"The image shows a mix of land cover types, including trees, grass, and a building.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a single tree at the bottom.","The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.",0.6638045599160289,0.625,0.7647058823529413,0.6976744186046512,0.6226326941910715,0.5250591409407596
tile_0085,"The image shows a mix of land cover types, including trees, shrubs, and grass, with some areas appearing to be more densely vegetated than others.","The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a remote sensing scene with a mix of land cover types, including trees, grass, and a building.",0.56,0.8488632189620754,0.6222222222222222,0.9230769230769231,0.4825167900797963,0.8901087250340664
tile_0086,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, a road, and a golf field.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.75,0.7647058823529411,0.8571428571428571,0.8749999999999999,0.7886507647472073,0.8037311277734124
tile_0087,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a road.","The image shows a bridge and a building, with the bridge being the most prominent feature.","The image shows a bridge and a building, with the bridge being the most prominent feature.",0.3684210526315789,1.0,0.39999999999999997,1.0,0.24405593461826416,1.0
tile_0088,"The image shows a mix of land cover types, including a bridge, buildings, trees, and a road.","The image shows a mix of land cover types, including trees, buildings, and a bridge.","The image shows a mix of land cover types, including trees, buildings, and a bridge.",0.8235294117647058,1.0,0.9375,1.0,0.9317157650164152,1.0000000000000007
tile_0089,"The image shows a remote sensing scene with a mix of land cover types, including trees, roads, and a small vehicle.","The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.6190476190476191,1.0,0.7222222222222222,1.0,0.5709492058447297,1.0000000000000007
tile_0090,"The image shows a remote sensing scene with a mix of land cover types, including trees, buildings, and a road.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the bottom right.","The remote sensing image shows a mix of land cover types, including trees, grass, and a small area of land at the bottom right.",0.6140480648084865,0.8518518518518519,0.6818181818181818,0.9019607843137256,0.6015073160294468,0.8741381781891912
tile_0091,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a remote sensing scene with a mix of land cover types, including trees, water, and a small area of land at the top.","The remote sensing image shows a mix of land cover types, including trees, water, and a single bridge.",0.7894736842105263,0.6153846153846154,0.8108108108108109,0.7272727272727274,0.6536225502158088,0.6796649108537587
tile_0092,"The image shows a coastal area with a mix of land cover types, including trees, grass, and a building.","The image shows a mix of land cover types, including trees, a road, and a small plane.","The image shows a mix of land cover types, including trees, a bridge, and a road.",0.7368421052631579,0.8235294117647058,0.7999999999999999,0.9090909090909091,0.6226326941910715,0.8037311277734124
tile_0093,"The image shows a mix of land cover types, including trees, grass, and a golf field.","The image shows a mix of land cover types, including trees, a road, and a building.","The image shows a mix of land cover types, including trees, fields, and a building.",0.8125,0.875,0.8387096774193549,0.9032258064516129,0.6914890639979083,0.8586557982260813
tile_0094,"The image shows a coastal area with a mix of land cover types, including trees, buildings, and a ship.","The image shows a bridge and some trees in the center, with the bridge being the most prominent feature.","The image shows a bridge and some trees in the center, with a building and trees at the bottom left and right.",0.3146093504928813,0.5842745080582082,0.3902439024390244,0.6341463414634148,0.33141020225149004,0.6691758662853768
